0,0,-8.387196566845
0,1, 7.306110253907
0,2,-1.374801778211
0,3,-0.689380438611
0,6,-0.023959315838
0,9,-0.006518892015
0,12,-0.002120700292
0,15,-0.005201020480
0,20,-0.001954489038
0,26,-0.001927121201
0,30,-0.016151551767
0,31,-0.242661355049
0,32,-0.667443731918
0,35, 0.027708229292
0,38, 0.532550803115
0,41,-0.083792011102
1,0, 7.306110253907
1,1,-6.570355721293
1,2, 1.504409068869
1,3, 0.766835374476
1,6, 0.036003886845
1,9, 0.011003283322
1,12, 0.003643767531
1,15, 0.009542419022
1,20, 0.003726217441
1,26, 0.003827052433
1,30, 0.031027063013
1,31, 0.296162760324
1,32, 0.743287475878
1,35,-0.051402057301
1,38,-0.619912722827
1,41, 0.125609346835
2,0,-1.374801778211
2,1, 1.504409068869
2,2,-1.604382728266
2,3,-1.144753206399
2,6,-0.118111441418
2,9,-0.097250524476
2,12,-0.045576717514
2,15,-0.079629626056
2,20,-0.057483864793
2,26,-0.055269450145
2,30,-0.361279557961
2,31,-0.699787917932
2,32,-1.046220117915
2,35, 0.144324801645
2,38, 0.536328001782
2,41,-0.089595044007
3,0,-0.689380438611
3,1, 0.766835374476
3,2,-1.144753206399
3,3,-1.032021611275
3,6,-0.084344774046
3,9,-0.092532370206
3,12,-0.055182206961
3,15,-0.061060167951
3,20,-0.053249167427
3,26,-0.044514835261
3,30,-0.273903547017
3,31,-0.525645956868
3,32,-0.823724307649
3,35, 0.060430618972
3,38, 0.246494735071
3,41,-0.034627404221
4,4,-1.837248205604
4,7,-0.888415307272
4,10,-0.351784766101
4,16,-0.068917820255
4,21,-0.041546969740
4,27,-0.030210569731
4,33,-0.120979548838
4,36,-0.404466529884
4,42, 0.167487507809
5,5,-1.837248205604
5,8,-0.888415307272
5,11,-0.351784766101
5,14,-0.068917820255
5,19,-0.041546969740
5,25,-0.030210569731
5,34,-0.120979548838
5,37,-0.404466529884
5,40, 0.167487507809
6,0,-0.023959315838
6,1, 0.036003886845
6,2,-0.118111441418
6,3,-0.084344774046
6,6,-1.932158808949
6,9,-0.957473345807
6,12,-0.380444042001
6,15,-0.158658589224
6,20,-0.098131235181
6,26,-0.096216927441
6,30,-0.581648818425
6,31,-0.959891653385
6,32,-0.819247211592
6,35, 0.325227657906
6,38, 0.815703477883
6,41,-0.224428987034
7,4,-0.888415307272
7,7,-0.960984322485
7,10,-0.595481052357
7,16,-0.054379074261
7,21,-0.055870015246
7,27,-0.029068517256
7,33,-0.100599647506
7,36,-0.318544278747
7,42, 0.058546887551
8,5,-0.888415307272
8,8,-0.960984322485
8,11,-0.595481052357
8,14,-0.054379074261
8,19,-0.055870015246
8,25,-0.029068517256
8,34,-0.100599647506
8,37,-0.318544278747
8,40, 0.058546887551
9,0,-0.006518892015
9,1, 0.011003283322
9,2,-0.097250524476
9,3,-0.092532370206
9,6,-0.957473345807
9,9,-1.038512221231
9,12,-0.636319662961
9,15,-0.129518930854
9,20,-0.121170752880
9,26,-0.090900455985
9,30,-0.485681329429
9,31,-0.772172176772
9,32,-0.809665916922
9,35, 0.052596472112
9,38, 0.127532238431
9,41,-0.009848188814
10,4,-0.351784766101
10,7,-0.595481052357
10,10,-0.598087453110
10,16,-0.023759592481
10,21,-0.033100739568
10,27,-0.013405231055
10,33,-0.041691050644
10,36,-0.141026938395
10,42, 0.014440918588
11,5,-0.351784766101
11,8,-0.595481052357
11,11,-0.598087453110
11,14,-0.023759592481
11,19,-0.033100739568
11,25,-0.013405231055
11,34,-0.041691050644
11,37,-0.141026938395
11,40, 0.014440918588
12,0,-0.002120700292
12,1, 0.003643767531
